Date,Time,NO,NO2,CO,CO 8hr,O3,O3 8hr,PM2.5,PM10,Wind Speed,Wind Dir,Temperature,RH,Solar Rad,BP,Rain,V Wind Speed
3/30/2014,08:00,3.6,13.57,2.31,2.47,8.86,5.71,86.11,161.41,3.43,82.71,27.19,71.98,262.42,,0.03,
02/06/2019,15:00,5.08,13.07,0.31,,7.02,,21.84,112.38,0.99,162.61,29.16,79.07,221.09,1004.67,0.51,
9/15/2018,17:00,4.18,6.04,,,3.94,3.9,34.32,66.36,0.71,273.96,32.71,66.63,134.18,1002.53,,
7/18/2014,08:00,6.63,8.9,0.94,1.13,4.33,3.27,18.91,52.74,1.14,,28.93,73.81,166.22,1000.18,0.03,
12/10/2018,07:00,195.45,14.02,0.35,0.75,3.71,3.54,22.88,45.37,0.63,51.83,16.15,81.17,27.95,1013.14,,
10/26/2013,19:00,3.44,9.67,1.92,1.73,4.63,6.13,18.25,41.36,2.98,19.37,23.85,88.27,7.01,1091.97,0.04,2.58
8/28/2016,07:00,5.86,7.84,1.32,1.48,0.11,0.37,24.16,54.14,0.83,108.31,28.54,91.7,41.27,1006.66,,
10/22/2013,11:00,0.14,7.23,1.85,1.87,6.26,4.8,30.84,43.8,2.25,1.63,25.29,87.94,209.9,1096.1,0.03,2.15
25/02/2019,01:00,32.09,31.2,1.28,1.65,0.96,9.03,142.03,301.83,0.43,62.96,19.24,76.64,7.9,1010.31,0.02,
01/05/2014,24:00:00,3.67,14.07,1.8,2.05,4.44,5.16,142.69,179.84,1.85,308.06,17.04,92.93,7.65,,,
20/02/2017,04:00,5.0,0.35,,6.68,,,147.88,235.74,0.48,98.19,20.6,85.53,8.41,1007.92,,
3/19/2014,01:00,5.72,32.33,2.91,4.22,5.06,10.13,85.6,207.21,3.16,71.97,24.39,68.67,7.18,,0.02,
8/22/2016,21:00,14.26,24.34,3.32,1.58,0.52,19.25,69.4,249.98,0.4,296.34,29.83,71.55,7.77,1004.2,,
27/03/2017,24:00:00,2.24,17.35,,,,,70.52,131.61,0.45,57.12,25.01,84.7,8.02,1011.25,0.03,
12/15/2013,09:00,8.63,7.71,,1.1,5.95,3.57,55.0,81.94,3.94,49.03,18.03,78.87,295.09,,0.02,
10/28/2014,21:00,15.96,24.75,3.4,,4.06,,,,1.7,28.11,22.47,82.22,7.01,1012.13,,
9/21/2014,01:00,,34.31,2.29,2.93,2.95,3.13,19.0,35.0,1.35,54.62,25.84,91.44,7.18,1005.06,,
01/10/2013,03:00,4.16,5.03,1.17,1.48,6.74,3.59,134.29,198.46,2.63,196.73,10.19,94.39,7.23,1095.94,0.02,1.38
13/05/2019,22:00,10.22,16.52,0.76,0.61,4.11,11.52,49.06,124.21,0.51,50.22,29.19,79.88,8.17,1004.24,0.03,
11/19/2016,12:00,2.57,8.75,2.11,2.15,23.43,10.46,16.83,,6.05,108.61,26.5,53.23,744.94,1010.69,,
11/08/2016,19:00,5.31,17.05,2.6,1.95,3.7,15.38,59.59,124.28,0.59,266.45,25.68,83.15,7.78,1009.74,,
8/22/2013,18:00,2.36,17.83,0.51,0.4,0.43,5.56,20.3,70.71,2.43,210.38,33.65,56.6,911.2,1082.52,,2.23
08/01/2014,10:00,2.77,6.09,1.11,1.18,10.21,5.51,8.0,26.06,5.82,,29.0,77.13,839.73,1002.09,0.03,
08/11/2014,02:00,3.77,9.56,1.31,1.6,6.39,6.42,25.2,57.88,2.83,110.96,27.11,85.99,7.1,1003.46,,
12/25/2016,09:00,1.72,9.76,3.46,3.21,,,,73.47,1.45,59.85,21.39,81.4,275.39,1014.21,0.02,
04/01/2016,13:00,37.34,6.23,0.37,0.37,32.24,30.05,,,4.28,76.42,24.57,68.76,695.59,1009.39,0.04,
4/22/2013,04:00,1.23,1.43,3.34,3.86,6.76,6.72,69.56,94.34,2.22,72.88,25.17,84.79,7.63,1089.51,0.01,1.22
10/31/2015,19:00,10.02,16.12,1.59,1.41,1.91,11.08,,133.66,2.26,105.72,26.09,80.13,7.39,1014.02,,
20/04/2019,11:00,4.19,7.74,0.29,0.29,36.57,,32.85,98.21,0.96,96.21,30.86,59.77,720.85,1007.93,,
5/16/2017,19:00,2.77,5.2,,,,38.89,10.25,49.13,1.55,26.29,27.72,69.8,14.19,1000.67,,
12/07/2014,21:00,7.96,15.49,1.68,1.22,5.59,14.87,109.38,158.33,1.34,271.84,21.7,86.18,7.43,1011.79,,
8/20/2013,01:00,3.83,2.87,1.96,1.92,2.53,4.16,16.74,35.53,2.91,56.54,26.88,89.6,7.03,1080.85,0.36,1.54
22/03/2019,24:00:00,4.22,13.74,0.28,0.52,11.02,,31.23,77.15,1.15,79.34,21.76,87.7,7.6,1010.31,0.15,
17/03/2017,19:00,3.09,0.94,,,,,,,0.62,342.87,25.8,45.87,8.13,1007.21,,
3/24/2016,01:00,5.12,8.58,0.73,2.07,20.37,13.9,,,3.35,52.25,23.92,72.74,6.75,1010.83,0.02,
10/05/2019,09:00,5.3,5.47,0.21,0.28,13.64,,40.85,124.06,2.19,152.25,29.39,81.07,385.54,1006.24,0.05,
7/28/2013,09:00,3.23,1.38,1.44,1.44,4.31,4.49,5.96,17.82,3.8,128.63,28.29,83.79,136.6,1083.26,0.03,2.22
04/06/2016,23:00,8.5,12.31,1.0,1.11,5.14,7.78,,,1.94,33.1,25.36,83.22,7.16,1007.35,,
6/17/2016,05:00,3.71,4.75,0.83,0.97,11.08,12.36,26.43,37.5,0.4,263.87,25.47,95.75,8.01,1000.68,0.02,
10/15/2016,15:00,2.42,4.31,1.54,1.62,22.86,13.57,12.97,31.97,3.4,229.93,32.88,59.95,596.55,1005.12,0.02,
10/12/2013,14:00,0.47,5.96,1.53,1.44,15.0,11.18,32.03,89.13,5.44,74.67,33.8,45.54,643.35,1087.05,,2.13
8/14/2016,19:00,3.32,13.17,1.27,1.15,9.34,16.84,9.43,52.41,0.91,248.4,30.77,77.15,12.21,996.35,,
11/13/2016,01:00,16.62,17.36,2.75,5.17,,,92.96,172.81,0.47,60.1,22.87,87.74,7.88,1014.07,,
20/03/2018,01:00,3.52,15.9,,,,,89.79,212.97,0.52,56.21,23.49,68.59,8.36,1009.3,,
11/28/2018,05:00,,,0.1,1.53,,,18.94,46.59,0.88,60.41,17.93,86.4,7.66,1015.47,0.06,
27/02/2017,20:00,8.42,0.08,,4.96,,,124.47,262.6,0.38,155.1,22.28,73.3,8.01,1011.46,,
18/03/2019,22:00,26.48,29.63,2.46,1.12,0.98,22.37,129.83,231.63,0.92,315.3,23.81,81.67,7.67,1010.65,,
12/03/2018,18:00,1.82,7.72,,,,,60.69,138.53,0.82,245.25,29.58,54.43,31.23,1006.92,,
16/02/2019,15:00,4.73,10.44,0.46,0.59,27.58,23.18,45.84,123.48,2.62,226.9,24.71,56.71,175.0,1011.55,0.02,
7/13/2016,14:00,4.52,7.07,0.89,0.78,12.43,8.04,4.97,30.0,2.42,133.07,29.88,76.59,740.26,999.88,0.02,
11/30/2017,16:00,2.4,4.81,,,,,21.94,,1.22,216.6,26.73,54.84,185.34,1009.54,,
06/10/2018,23:00,5.81,11.03,,,,,93.28,148.89,0.37,136.12,28.09,85.55,8.1,1009.89,,
08/05/2014,16:00,4.03,8.79,1.38,1.26,10.28,11.76,16.0,37.75,2.58,359.64,31.22,71.61,324.08,999.45,0.02,
14/10/2018,09:00,2.93,4.0,,,,,,10.96,0.44,71.13,24.05,96.78,238.16,1010.84,0.04,
9/15/2016,14:00,2.14,3.9,1.26,1.34,18.8,11.36,6.91,29.87,3.0,201.48,31.99,63.47,794.72,1003.74,0.03,
05/05/2018,18:00,2.74,6.2,,,,,9.06,25.1,1.86,66.51,24.94,88.44,43.7,1005.56,0.04,
12/02/2013,13:00,6.48,5.3,1.22,1.26,15.72,7.22,39.09,94.65,3.95,65.24,29.17,55.21,561.0,,0.02,
11/11/2012,11:00,3.64,5.78,4.83,4.82,5.14,2.65,32.77,69.84,4.43,218.84,26.78,60.07,,1095.83,0.03,2.43
7/18/2013,11:00,2.53,1.59,1.33,1.37,6.23,4.44,6.97,28.66,4.53,158.41,27.13,88.61,298.97,1080.87,0.91,2.38
11/25/2017,21:00,80.03,20.49,,,,,273.98,560.37,0.34,322.21,22.52,83.25,7.84,1013.22,,
2/17/2013,21:00,7.42,12.82,1.71,1.62,9.35,17.35,46.97,51.08,5.61,239.96,18.15,94.0,6.6,1092.87,0.3,2.57
5/26/2013,24:00:00,,,2.96,3.2,10.96,9.48,31.48,49.58,3.42,317.31,28.98,81.95,7.19,1083.7,0.02,1.38
23/02/2019,11:00,5.81,17.81,1.05,0.68,11.69,,99.73,177.84,0.4,68.61,22.29,80.87,164.86,1011.36,0.04,
12/18/2013,12:00,5.98,7.89,0.38,0.32,15.61,8.64,38.03,81.34,4.86,65.45,22.82,49.61,593.07,,0.04,
12/02/2016,22:00,31.34,26.23,4.75,4.95,0.06,9.78,190.44,307.93,0.37,19.32,22.3,79.52,8.02,1014.65,,
12/20/2017,23:00,31.11,14.36,,,,,58.48,183.96,0.49,38.93,20.9,71.63,8.24,1017.57,,
11/17/2016,02:00,6.35,13.75,2.32,3.8,0.42,0.36,44.74,97.44,0.51,62.42,22.46,81.9,7.97,1012.24,,
12/29/2018,16:00,68.71,8.07,0.86,,,,100.62,157.75,0.94,272.32,22.32,51.13,159.34,1014.01,0.03,
11/02/2017,10:00,3.6,5.21,,,,,17.03,54.19,1.11,99.33,26.34,65.84,640.42,1013.12,0.02,
07/09/2013,07:00,5.07,4.72,1.19,1.28,2.07,2.23,14.97,30.1,3.64,138.42,27.78,87.95,80.2,1081.11,0.03,1.82
17/01/2016,24:00:00,175.21,41.22,4.74,4.7,0.89,0.83,,,0.86,45.97,16.61,90.67,7.6,1012.48,,
07/02/2017,10:00,5.61,0.13,,4.63,,,112.13,195.91,1.11,103.9,21.87,67.96,404.16,1012.89,,
12/14/2016,11:00,1.14,10.35,2.92,2.92,19.16,6.11,,84.38,2.36,80.13,22.78,67.27,575.98,1013.53,0.02,
11/12/2014,09:00,10.52,13.35,0.75,0.8,10.75,4.09,43.91,75.49,2.74,50.11,24.76,68.03,404.22,1013.32,0.02,
01/12/2013,15:00,4.51,5.29,1.07,1.53,18.51,8.73,98.31,165.37,3.53,29.0,22.94,46.23,371.9,1093.81,0.02,1.4
7/16/2016,13:00,4.83,7.11,1.01,0.85,10.27,10.87,11.97,27.81,2.62,99.35,27.82,86.32,397.82,1004.6,0.02,
5/15/2016,02:00,57.59,7.75,1.69,1.69,,,16.0,31.0,2.53,109.89,22.06,94.38,6.68,1007.99,3.02,
5/25/2015,22:00,3.73,14.88,4.11,4.43,1.06,3.24,51.0,89.0,2.14,46.82,25.74,72.94,6.99,1004.21,,
11/03/2012,17:00,2.92,3.7,4.29,4.36,6.82,5.95,26.89,24.91,3.56,312.84,25.59,79.89,50.18,1092.13,0.03,1.36
03/07/2014,11:00,0.11,10.5,1.96,1.96,25.53,10.73,54.0,115.9,4.0,70.18,25.68,49.04,734.55,,0.03,
11/16/2014,18:00,6.66,20.0,1.28,0.96,19.05,26.21,,,1.44,279.37,25.49,57.81,8.09,1009.59,,
3/16/2014,08:00,,13.9,2.25,2.45,8.8,4.32,108.48,182.06,3.98,48.44,22.36,71.49,199.96,,0.04,
11/24/2014,07:00,11.27,17.03,1.04,1.3,5.27,2.52,76.51,105.6,1.59,46.62,17.79,83.44,24.32,1013.66,,
12/13/2012,06:00,3.05,3.18,5.6,5.99,2.34,1.96,65.63,117.16,3.98,205.15,17.77,85.88,7.18,1095.91,0.02,1.43
7/31/2016,22:00,5.53,15.15,1.52,1.28,3.99,11.8,,78.55,3.09,42.09,30.73,70.69,6.73,1000.26,0.02,
10/11/2016,24:00:00,4.31,11.24,1.89,1.93,0.45,2.15,33.47,71.19,0.57,280.28,26.26,84.89,8.01,1005.05,,
4/29/2018,12:00,2.73,7.29,,,,,16.87,28.16,2.11,67.09,24.25,79.72,498.88,1009.98,0.02,
09/11/2018,13:00,2.89,5.72,,,6.2,4.49,19.03,61.86,0.72,217.64,28.47,82.85,194.26,1008.17,0.1,
07/08/2018,24:00:00,5.53,6.71,,,,,20.84,36.84,0.47,52.63,26.63,92.61,7.7,1001.31,0.04,
5/24/2015,09:00,6.99,7.54,3.81,,9.1,,,,5.48,39.74,24.7,79.9,529.03,1004.72,0.05,
2/21/2015,06:00,3.02,16.81,2.49,4.29,1.62,1.21,66.0,96.88,1.75,46.55,18.11,83.59,7.44,1011.23,,
1/20/2015,07:00,5.03,10.37,1.98,2.09,6.08,8.2,116.25,156.09,1.28,47.3,16.39,86.67,9.88,1017.18,,
11/09/2015,09:00,8.86,9.68,2.65,2.4,10.68,7.36,30.81,63.63,2.71,84.39,24.75,68.36,453.12,1013.87,0.02,
6/24/2016,06:00,4.2,4.69,0.81,1.12,0.93,,,28.07,2.14,96.75,26.13,95.44,20.12,1002.86,0.15,
3/13/2016,07:00,,,,,,,,,1.68,70.3,23.34,84.7,35.62,1010.26,,
13/02/2017,20:00,5.75,0.22,,4.47,,,,226.9,0.4,291.08,23.09,70.1,7.76,1016.58,,
02/07/2013,14:00,4.27,3.79,1.35,1.47,34.89,16.57,65.0,137.51,3.08,353.45,28.75,44.13,550.87,1093.24,,1.39
02/08/2013,13:00,4.72,7.37,1.75,1.8,31.13,13.73,112.42,193.54,2.49,244.58,28.44,54.42,460.44,1093.54,,1.25
1/31/2015,05:00,15.82,24.09,2.4,2.29,1.23,10.64,127.78,148.83,1.18,108.58,13.86,89.84,7.61,1015.36,,
11/04/2016,20:00,6.55,10.75,2.16,,1.35,,13.03,28.0,0.94,41.29,23.0,91.08,7.71,1010.18,,
06/02/2017,08:00,2.91,1.62,,,15.18,9.91,,,3.78,180.67,25.97,88.23,230.79,1004.64,0.03,
9/26/2014,16:00,4.92,20.24,2.6,,10.53,,17.91,32.78,2.74,49.55,23.54,96.58,23.04,1007.7,1.17,
10/11/2014,06:00,1.34,7.31,2.33,2.59,12.04,8.95,,,2.57,59.13,25.71,84.97,8.32,1007.24,0.02,
8/31/2018,23:00,1.36,14.63,,,2.47,5.37,66.22,162.69,0.5,47.67,30.22,81.38,7.97,1002.08,0.05,
6/27/2018,16:00,3.68,7.68,,,,,10.06,50.69,0.78,111.56,32.78,57.65,378.65,999.96,,
9/22/2017,07:00,,,,,2.71,3.03,9.0,22.0,0.35,25.36,26.53,96.32,114.5,1006.52,,
7/13/2015,07:00,4.78,4.12,5.63,6.23,0.54,0.2,19.06,48.61,5.0,170.32,28.01,87.26,126.98,1001.57,,
11/24/2014,13:00,8.21,11.1,0.98,1.09,21.77,10.33,61.17,129.72,2.0,172.28,26.52,53.67,530.28,1012.34,,
30/01/2018,12:00,2.15,5.44,,,,,70.08,140.03,0.97,94.72,19.92,59.68,574.91,1012.95,,
04/11/2018,07:00,2.57,4.95,,,,,26.09,71.87,1.04,61.11,22.69,89.78,115.34,1009.81,,
02/10/2013,10:00,6.11,14.22,1.65,1.69,20.21,8.62,,195.59,3.83,228.7,21.3,59.52,571.52,1097.4,,1.35
23/03/2017,11:00,2.51,10.19,,,,,42.34,110.36,2.45,97.26,27.13,52.37,739.45,1011.26,0.02,
12/04/2017,23:00,52.89,16.54,,,,,92.67,173.92,0.41,172.76,19.48,88.1,7.92,1011.8,,
20/02/2016,01:00,,,5.05,5.06,0.36,0.34,,,0.58,57.61,23.01,81.06,8.17,1011.91,,
11/11/2014,03:00,13.41,18.3,0.89,1.36,2.19,3.41,37.65,86.94,1.48,117.27,22.37,80.63,7.64,1010.93,,
05/11/2018,07:00,3.04,4.88,,,,,11.03,30.13,2.45,60.02,21.9,84.79,233.95,1008.25,0.04,
11/05/2018,10:00,3.78,5.21,,,,,22.19,45.4,1.02,84.58,24.55,87.2,288.08,1014.5,0.03,
11/17/2018,23:00,,,2.35,1.78,2.55,3.34,93.77,158.55,0.38,32.82,22.54,85.86,7.45,1011.9,0.02,
11/04/2015,09:00,11.25,9.91,1.67,1.52,0.76,0.73,29.09,56.22,1.82,29.56,23.68,88.3,241.43,1013.83,,
7/20/2014,08:00,3.91,6.51,0.95,1.02,6.41,4.66,5.82,28.51,3.54,,29.85,75.0,441.73,996.8,,
3/17/2016,14:00,4.42,4.03,0.23,0.49,61.79,37.63,,,4.71,220.16,30.97,29.06,828.65,1010.75,0.03,
9/13/2013,03:00,12.25,5.05,1.44,1.53,2.86,3.31,72.93,151.44,1.61,9.06,28.89,85.93,7.81,1087.85,0.01,1.18
5/24/2014,01:00,5.46,23.51,0.75,1.34,0.08,0.12,45.0,103.63,1.32,69.2,30.7,69.81,7.67,,,
04/10/2013,20:00,5.18,9.24,3.22,2.81,16.73,25.47,64.23,136.14,1.81,112.3,31.53,61.75,7.63,1083.98,0.01,1.09
5/21/2018,09:00,1.92,4.02,,,,,12.19,44.78,1.65,101.44,27.76,74.66,236.2,1007.08,0.09,
01/09/2013,02:00,4.46,3.52,1.28,1.8,5.28,6.1,165.9,281.28,3.75,13.3,10.26,97.8,,1098.15,0.03,
7/16/2014,16:00,5.05,9.92,1.36,1.33,12.29,10.18,11.87,52.5,3.85,,31.19,64.03,400.13,999.2,0.03,
8/28/2013,23:00,4.05,7.3,0.87,0.86,3.32,3.96,56.64,,2.61,140.99,26.69,94.15,6.92,1088.4,1.45,2.35
9/17/2016,18:00,2.59,9.44,1.5,1.43,21.47,24.76,14.25,35.47,2.53,240.36,31.16,74.54,30.8,1001.99,0.04,
5/26/2013,07:00,,,3.1,3.14,3.03,2.62,34.0,76.38,1.52,207.72,30.1,77.09,235.18,1082.44,0.01,1.09
04/03/2016,08:00,40.9,7.94,0.46,0.59,25.47,17.6,,,3.03,65.57,23.74,82.39,133.02,1011.48,0.04,
9/13/2017,21:00,4.76,3.39,,,,,21.03,47.53,2.43,120.46,28.4,84.42,7.79,1007.03,,
10/26/2016,15:00,2.81,7.19,2.04,1.94,13.64,9.69,13.0,73.44,1.91,97.19,31.56,62.3,408.14,1007.6,0.02,
10/29/2015,03:00,4.65,11.51,0.92,1.47,7.48,5.31,13.0,,2.03,26.4,23.68,59.03,7.39,1012.57,,
06/06/2014,16:00,4.22,10.91,0.49,0.45,,,28.08,57.25,2.4,128.23,34.82,61.66,481.85,,0.02,
11/22/2015,08:00,13.41,8.9,1.85,1.96,3.69,1.1,16.21,44.35,2.89,55.08,21.82,69.78,241.19,1013.86,,
09/10/2018,09:00,3.19,4.18,,,7.14,5.06,19.9,57.07,3.11,182.11,28.67,83.15,451.43,1010.41,,
09/02/2014,06:00,4.84,8.39,1.57,1.61,3.8,5.3,20.03,46.81,1.39,43.0,26.4,86.52,10.52,1005.76,,
04/06/2018,20:00,10.57,14.19,,,,,120.78,,0.45,58.9,25.06,79.31,7.96,1008.6,,
09/10/2013,01:00,7.34,6.68,0.93,0.94,3.23,3.95,18.36,62.17,1.93,81.04,27.18,88.87,7.15,1089.39,0.04,2.1
12/15/2012,07:00,3.82,4.22,5.67,5.92,2.15,2.13,63.0,79.16,3.1,199.74,17.4,88.07,16.8,,0.02,1.36
4/22/2015,12:00,,7.02,3.55,3.21,2.25,1.57,17.36,45.88,3.24,25.7,27.69,61.95,863.64,1008.08,0.02,
07/02/2018,16:00,2.77,5.1,,,,,8.06,34.16,2.46,166.04,28.4,86.61,143.71,999.53,0.3,
03/05/2014,09:00,,11.3,2.28,2.24,6.63,4.3,103.07,155.97,3.77,181.78,21.29,83.24,314.37,,0.02,
6/18/2014,15:00,4.08,10.25,0.85,0.84,13.2,10.8,,,2.33,115.65,24.22,53.33,604.55,1001.56,0.98,
11/07/2015,17:00,4.92,7.67,2.13,2.17,39.63,28.77,48.13,90.26,1.74,222.45,28.9,55.1,149.08,1010.78,,
9/15/2013,06:00,0.73,3.26,0.87,1.38,3.68,3.82,21.72,36.93,3.57,45.03,27.05,88.43,15.11,1083.55,0.03,1.4
04/04/2013,23:00,4.94,5.3,2.57,2.56,13.62,27.18,65.72,100.38,4.16,332.39,27.93,68.56,6.58,1081.74,0.06,2.25
3/24/2013,05:00,5.96,10.88,2.57,3.09,9.96,6.86,78.98,128.98,3.34,207.97,23.64,74.99,7.5,1091.06,0.01,1.35
12/25/2012,04:00,9.73,5.78,6.29,6.93,2.71,3.65,69.0,91.68,3.72,212.32,14.99,82.67,7.26,1093.44,0.02,1.33
12/21/2014,14:00,4.87,8.93,1.17,1.27,27.37,12.54,30.63,91.49,1.85,184.45,26.12,35.1,480.54,1011.69,0.02,
9/28/2018,09:00,2.61,5.08,,,,,32.0,56.03,0.57,56.46,27.07,88.66,222.54,1010.07,0.03,
3/25/2016,06:00,4.82,7.25,0.75,1.25,25.52,12.76,,,2.4,43.19,22.53,70.46,8.63,1011.99,,
3/30/2015,02:00,75.11,19.11,4.89,4.31,,,178.83,795.58,1.12,132.98,25.0,84.78,7.38,1009.15,,
05/01/2017,22:00,36.25,33.21,,3.99,,,,161.49,0.39,183.89,19.35,85.69,8.45,1011.8,,
12/23/2012,02:00,3.34,2.84,6.37,6.6,3.55,4.1,71.9,105.13,,307.8,15.46,99.32,7.68,1097.54,0.01,1.25
7/25/2014,04:00,2.79,9.99,1.04,1.23,7.63,8.39,,11.23,3.31,,25.43,90.76,6.0,1001.63,0.49,
9/25/2017,24:00:00,3.01,5.72,,,7.21,12.02,64.0,97.0,0.48,258.92,29.49,91.63,7.92,1003.17,,
11/20/2016,18:00,29.51,33.97,4.14,2.51,1.25,19.24,28.75,88.97,0.4,157.25,24.38,62.95,9.09,1009.07,,
8/13/2017,09:00,4.47,2.33,,,,,14.09,22.23,2.33,80.28,25.86,96.03,118.69,1005.4,0.5,
27/04/2019,09:00,2.86,6.1,0.28,0.44,13.63,8.42,60.57,103.73,1.11,198.44,29.26,75.46,313.98,1008.57,0.02,
06/03/2017,06:00,3.85,0.91,,4.59,,,34.97,53.88,2.31,107.75,18.65,91.26,7.62,1008.18,0.02,
06/08/2014,10:00,5.1,10.66,0.62,0.58,,,26.72,60.29,2.74,129.22,32.31,73.18,726.56,,0.02,
5/27/2018,03:00,1.94,3.84,,,,,6.97,15.91,2.15,360.0,24.74,95.86,6.96,1004.67,0.14,
05/11/2018,24:00:00,5.16,12.82,,,,,27.09,91.6,0.84,68.17,24.08,83.01,7.86,1007.9,,
12/10/2015,24:00:00,88.65,27.79,3.25,3.23,,6.61,94.57,171.98,1.52,43.25,19.93,88.33,7.45,1012.61,,
29/06/2019,20:00,10.24,23.44,1.39,0.59,2.72,18.24,20.61,58.09,4.12,31.97,30.17,80.84,7.17,997.54,0.03,
12/13/2017,06:00,12.03,6.73,,,,,52.87,71.65,0.44,55.57,19.83,99.35,7.49,1013.1,,
11/29/2017,10:00,5.02,8.33,,,,,41.25,80.09,0.68,89.27,23.57,67.63,501.3,1016.0,,
11/04/2015,01:00,17.07,23.54,2.05,2.09,0.06,8.43,57.9,121.12,1.09,49.67,24.52,81.46,7.54,1011.98,,
12/22/2018,05:00,108.03,13.37,1.56,2.01,,,105.09,170.22,0.33,189.06,15.34,96.94,7.55,1014.09,0.04,
6/15/2013,12:00,0.31,0.3,0.75,0.74,17.08,10.16,23.91,41.7,3.14,228.17,33.49,64.64,848.26,1081.54,0.01,2.22
9/26/2014,21:00,53.11,19.66,2.39,2.55,9.01,10.63,29.0,44.0,2.3,49.32,24.0,93.18,6.88,1009.26,0.02,
4/20/2016,16:00,64.2,8.53,1.03,0.96,15.52,12.81,35.8,76.94,3.25,36.86,29.33,74.31,313.29,1004.2,0.02,
06/12/2018,15:00,2.65,5.28,,,,,,26.34,1.24,122.5,29.35,78.12,305.83,990.49,0.03,
23/03/2019,20:00,20.8,39.21,2.26,0.89,2.65,25.34,159.55,243.58,0.33,357.68,25.96,68.45,7.89,1008.77,0.04,
4/18/2014,03:00,0.46,7.9,2.17,3.41,19.46,11.42,34.29,55.61,3.19,217.01,26.26,68.91,6.83,,0.03,
08/06/2016,17:00,4.74,4.65,0.84,1.02,16.91,13.71,12.0,35.0,1.9,182.23,32.13,62.15,354.63,999.98,,
11/22/2016,17:00,2.04,10.36,2.53,,24.19,,,,1.15,238.33,25.63,58.03,62.65,1007.52,,
23/02/2016,09:00,,,5.02,5.03,0.49,0.45,,,2.99,45.49,22.21,73.43,312.04,1014.23,0.02,
10/05/2014,08:00,4.32,9.98,2.12,2.4,7.87,5.26,,,2.84,50.85,28.11,71.85,314.97,1010.77,,
4/24/2013,21:00,0.69,9.41,3.68,3.13,19.14,35.48,80.14,140.07,1.75,57.78,29.05,61.13,7.79,1090.44,0.01,1.13
08/08/2017,03:00,4.28,2.08,,,,,14.94,26.87,3.96,62.27,26.44,93.03,7.61,1004.18,0.02,
1/19/2015,06:00,5.57,8.51,2.19,2.29,4.94,5.37,85.62,134.06,1.74,167.47,14.73,97.69,7.34,1014.41,,
6/23/2015,13:00,6.21,7.75,4.51,4.22,0.43,,4.06,11.34,4.42,49.47,26.3,92.27,98.92,996.84,0.35,
6/24/2015,19:00,8.4,9.09,5.11,4.75,,,16.06,34.13,1.87,16.16,28.0,85.93,22.49,995.43,0.02,
28/04/2019,03:00,2.83,5.71,0.24,0.54,,4.48,39.5,60.47,1.51,36.21,24.97,88.18,7.83,1004.86,1.39,
8/23/2013,22:00,12.35,16.98,1.52,0.82,2.13,4.78,52.06,128.03,1.6,339.15,31.65,73.03,7.43,1081.55,0.05,1.54
7/31/2016,03:00,4.21,7.04,0.94,1.54,5.07,,23.66,72.69,2.33,169.73,27.53,88.48,6.87,1002.09,,
12/30/2015,18:00,146.85,22.8,4.36,4.36,34.78,38.99,95.4,135.24,1.17,275.95,21.37,69.74,9.04,1013.78,,
04/10/2016,15:00,27.32,5.63,0.57,0.65,39.37,29.21,46.75,103.81,2.87,193.06,32.43,58.27,580.79,1005.1,0.02,
5/29/2015,23:00,3.89,12.03,4.0,3.94,0.52,1.28,19.56,43.1,2.54,48.68,25.04,87.23,7.15,1006.9,0.02,
28/02/2019,05:00,4.0,7.46,0.25,0.37,,,6.95,18.96,1.24,55.45,18.23,86.26,7.58,1009.28,0.04,
07/02/2019,20:00,6.85,39.71,1.71,0.75,,,88.4,,0.46,324.03,22.92,59.87,7.68,1013.48,,
07/12/2015,22:00,9.12,8.78,6.74,6.76,,,56.25,105.93,1.98,151.08,28.7,85.36,7.22,1001.68,0.03,
9/25/2016,07:00,3.96,7.47,1.48,1.47,1.61,2.5,,21.5,0.58,80.11,26.24,93.35,85.87,1005.72,,
4/23/2013,08:00,1.35,0.15,2.91,2.99,13.9,7.86,13.48,49.36,1.97,113.56,25.71,64.63,451.25,1093.09,0.01,1.23
01/03/2017,18:00,4.77,0.52,,4.77,,,98.06,214.97,0.7,278.81,26.21,59.87,27.92,1009.03,,
10/27/2014,16:00,4.32,18.08,2.82,2.71,13.97,15.07,31.19,60.44,1.71,131.51,25.3,68.42,72.26,1010.58,,
1/28/2019,17:00,6.86,19.97,0.67,0.62,,,59.28,133.75,0.49,227.41,24.56,64.51,81.83,1013.35,,
5/30/2016,22:00,5.79,21.28,1.21,0.96,8.72,23.0,37.12,81.92,1.58,52.3,25.89,89.24,7.32,1003.65,0.03,
06/12/2015,09:00,5.71,9.03,3.98,3.88,1.18,0.92,8.0,22.07,2.69,32.32,23.86,94.27,67.6,1005.0,2.31,
12/25/2015,03:00,175.98,31.22,4.03,4.0,3.2,2.8,134.66,234.28,2.14,43.64,14.68,75.59,7.23,1015.86,,
01/12/2015,06:00,6.61,10.75,1.76,1.93,5.51,6.01,82.97,110.75,1.97,40.96,14.62,98.0,7.23,1015.01,0.02,
11/24/2017,18:00,2.06,5.92,,,,,53.41,104.25,0.58,263.21,24.4,67.23,8.74,1009.17,,
11/10/2018,15:00,3.64,5.69,,,,,15.68,43.34,0.63,107.68,26.82,79.06,193.99,1009.82,0.02,
