Date,Time,NO,NO2,CO,CO 8hr,O3,O3 8hr,PM2.5,PM10,Wind Speed,Wind Dir,Temperature,RH,Solar Rad,BP,Rain,V Wind Speed
02/05/2019,24:00:00,48.99,30.25,1.04,1.11,0.69,3.67,66.58,140.39,0.48,101.01,26.86,87.9,7.86,1006.72,0.03,
07/02/2017,04:00,3.49,1.84,,,,,,9.09,1.84,75.5,26.62,94.65,7.3,999.25,0.02,
3/31/2013,18:00,4.95,4.49,2.59,2.68,43.55,45.48,41.0,86.58,4.88,11.46,32.49,40.49,64.01,1085.05,0.02,1.55
27/10/2018,11:00,2.94,6.14,,,,,14.9,55.78,1.69,103.7,30.45,58.51,750.42,1014.1,,
12/21/2014,17:00,5.84,15.1,2.19,1.43,21.09,17.72,30.35,67.38,0.96,268.04,24.4,40.13,55.65,1010.96,,
6/22/2014,05:00,2.34,6.57,0.35,0.42,12.11,13.51,14.0,27.16,5.79,,26.43,87.32,5.4,998.02,0.1,
07/03/2015,09:00,3.56,5.61,4.43,4.46,0.22,1.1,9.0,34.87,3.34,118.56,27.24,82.61,176.23,1002.8,0.03,
12/01/2013,03:00,6.84,8.61,1.21,,4.25,,49.06,82.69,3.36,42.44,21.26,85.3,6.96,,0.02,
19/06/2019,19:00,4.11,9.83,0.52,0.37,2.67,5.91,22.39,93.28,0.5,248.35,33.23,68.42,40.68,998.04,,
7/30/2017,08:00,10.01,2.93,,,,,12.0,36.0,4.04,122.62,28.29,87.05,193.9,1003.73,,
06/09/2015,10:00,4.56,7.09,3.71,3.61,1.96,2.2,14.57,37.86,4.6,131.74,29.32,76.61,537.71,1003.34,0.03,
1/15/2019,10:00,0.07,11.7,0.74,0.94,7.32,5.44,62.1,103.16,1.04,86.59,19.45,75.15,418.94,1017.41,,
04/08/2016,09:00,34.14,6.74,0.47,0.4,40.28,34.28,,,3.67,69.62,23.9,80.4,412.47,1010.39,0.02,
10/30/2014,24:00:00,8.08,22.97,2.99,3.01,4.31,13.38,40.94,,0.96,27.63,23.92,77.91,7.27,1010.21,,
11/06/2012,21:00,5.98,5.56,4.79,4.84,0.81,0.9,18.94,23.06,3.45,214.86,22.98,,,1092.57,0.04,2.27
03/01/2016,23:00,76.0,35.77,4.44,4.43,,,145.72,226.03,0.7,332.72,18.5,83.06,7.62,1016.47,,
7/21/2016,12:00,3.72,4.63,0.66,0.68,6.12,,13.9,41.84,4.89,165.67,29.64,76.56,677.41,1004.23,0.06,
11/29/2016,03:00,5.27,8.72,2.71,2.99,0.11,,41.15,71.17,1.84,55.78,19.68,90.27,7.57,1011.18,,
08/01/2016,19:00,102.86,46.6,4.55,4.51,35.11,35.76,105.69,226.03,0.39,211.65,20.67,75.36,7.76,1012.51,,
3/15/2013,13:00,4.9,3.32,2.25,2.42,46.2,22.65,86.84,181.06,2.67,336.01,33.13,42.62,626.03,1094.62,0.02,1.3
09/05/2016,03:00,4.28,8.45,1.12,1.4,3.84,2.17,8.91,27.06,0.43,84.24,27.6,83.51,7.91,1001.82,,
6/14/2016,12:00,3.31,6.92,0.86,0.8,,,14.97,44.97,1.95,49.85,28.88,74.72,518.21,1001.04,0.03,
12/16/2016,06:00,2.94,10.85,2.81,3.77,1.82,2.03,,84.28,0.55,55.48,16.92,85.62,8.1,1013.13,,
09/05/2017,09:00,3.44,1.83,,,,,21.13,,3.08,113.36,28.64,84.29,359.98,1006.78,,
7/17/2013,17:00,2.7,3.29,1.71,1.38,4.32,7.88,18.15,49.08,1.42,314.35,29.21,87.53,103.71,1078.32,0.05,2.49
2/18/2014,20:00,0.29,19.17,4.31,2.31,10.28,20.16,115.56,173.03,2.14,251.75,19.52,71.76,7.19,,0.03,
10/20/2016,14:00,2.33,5.56,1.88,1.77,35.37,17.89,25.98,67.78,3.29,231.1,32.17,59.14,642.22,1002.69,0.02,
5/25/2016,07:00,4.62,10.0,0.44,0.45,9.83,18.11,24.14,54.06,2.61,137.36,25.93,89.68,91.88,1000.22,0.03,
10/30/2015,15:00,4.53,5.03,1.04,1.1,19.72,16.43,15.0,49.0,3.62,171.18,30.0,58.73,294.62,1011.48,0.02,
11/13/2017,12:00,3.83,7.87,,,,,13.0,57.75,1.52,104.02,29.31,55.12,697.22,1009.17,,
08/02/2017,12:00,3.68,3.03,,,,,14.34,22.44,2.56,189.1,27.83,90.93,172.27,1001.58,0.1,
4/16/2016,12:00,6.72,7.48,0.79,0.76,22.21,23.69,27.91,43.34,3.92,53.17,24.26,83.0,394.44,1007.31,,
27/02/2017,05:00,3.92,0.46,,5.05,,,59.88,121.66,0.98,57.64,17.64,68.18,7.94,1010.89,,
1/27/2015,05:00,5.26,16.85,2.32,3.14,1.31,1.26,122.41,178.09,2.03,47.62,15.16,88.67,7.63,1014.01,,
3/22/2015,20:00,2.58,15.42,3.89,3.35,0.06,13.22,144.06,279.86,2.15,250.25,26.93,71.43,7.11,1007.42,,
9/28/2014,19:00,3.04,29.52,2.9,2.28,10.85,19.24,,,1.7,354.39,28.0,78.86,6.99,1008.55,,
8/27/2014,21:00,52.38,26.55,3.94,2.37,3.43,6.25,63.0,139.0,0.37,62.51,27.93,85.25,7.41,1002.73,,
03/05/2019,03:00,16.43,17.47,0.49,1.05,0.43,0.83,46.57,93.54,0.48,53.61,26.62,90.1,7.96,1005.71,0.05,
10/14/2017,19:00,5.24,12.03,,,5.0,12.69,24.31,59.58,0.56,48.69,28.43,83.96,8.25,1002.7,,
21/10/2018,15:00,3.02,5.71,,,,,26.86,60.66,2.03,161.98,30.81,56.79,464.0,1009.75,0.02,
05/09/2014,20:00,,4.9,2.84,2.83,,,34.81,67.94,7.84,7.8,28.92,73.38,5.42,,0.05,
24/03/2017,20:00,3.01,13.82,,,,,,194.0,0.57,59.07,25.91,66.19,8.03,1008.24,,
10/10/2015,13:00,6.46,14.45,1.22,0.91,17.43,18.12,43.62,66.66,2.15,47.28,25.54,84.7,218.23,1006.73,0.04,
6/13/2014,15:00,3.65,8.67,0.59,0.66,0.31,,22.11,46.09,1.71,130.07,31.21,69.8,607.97,,,
04/12/2014,18:00,1.57,23.34,3.33,2.58,15.54,28.68,87.93,198.57,2.44,190.39,32.03,47.86,31.48,,,
08/04/2015,16:00,4.71,7.03,8.66,8.31,0.3,0.2,20.14,30.37,2.08,29.69,28.26,81.64,264.57,1000.4,0.03,
24/06/2019,22:00,9.01,13.68,0.7,0.51,2.99,3.42,,119.73,0.45,63.52,31.36,76.54,8.5,1003.93,,
4/16/2014,11:00,0.58,10.24,2.64,2.48,25.95,17.35,84.71,165.88,3.92,64.51,32.84,53.93,759.23,,0.03,
02/05/2015,14:00,6.73,8.13,2.15,2.27,37.58,19.88,,,3.3,195.68,26.74,37.35,539.1,1014.9,,
05/07/2014,19:00,0.43,9.32,3.13,3.01,,,22.2,54.43,5.95,341.41,27.29,75.92,11.64,,0.05,
09/02/2014,16:00,4.89,8.45,1.71,1.6,14.4,16.86,6.0,39.0,2.58,249.7,32.39,62.78,541.95,1002.51,,
2/18/2013,13:00,4.08,0.58,1.47,1.56,26.82,12.5,47.0,49.0,3.02,9.26,22.28,71.56,585.36,1094.19,,2.36
12/27/2012,12:00,3.66,7.63,6.41,6.54,9.94,4.43,81.22,109.59,4.01,246.24,19.01,75.83,,1095.94,0.02,1.43
07/08/2017,01:00,3.06,2.25,,,,,11.97,28.94,3.64,186.67,28.65,83.91,7.51,1001.82,,
12/18/2013,08:00,17.01,8.06,,0.69,4.67,4.06,30.0,55.0,3.11,34.75,14.78,70.27,165.84,,0.02,
7/18/2016,19:00,6.59,7.33,0.91,0.8,7.26,11.68,16.0,44.0,4.02,177.42,26.49,92.74,11.68,1001.31,0.48,
06/04/2019,07:00,9.3,9.86,0.37,0.52,2.17,1.56,32.98,65.04,0.45,57.38,24.2,81.71,55.87,1010.92,0.04,
7/15/2013,01:00,4.48,8.13,1.59,1.95,1.32,2.92,26.72,,1.75,34.87,27.97,92.81,7.15,1081.23,0.43,2.27
01/02/2014,03:00,28.69,15.43,1.79,3.7,1.59,3.26,197.96,244.94,2.03,31.84,16.44,88.23,7.62,,,
11/28/2015,10:00,8.41,9.8,2.28,2.27,8.9,5.51,25.91,77.71,2.5,60.68,23.7,63.93,502.47,1017.25,0.02,
07/07/2014,01:00,1.36,8.5,0.68,0.93,13.55,9.48,22.84,27.64,2.68,,24.83,94.69,6.08,1003.59,2.37,
12/24/2015,12:00,200.57,21.47,3.92,3.93,28.12,15.77,54.0,,3.1,85.51,21.14,55.65,646.99,1016.87,,
06/01/2018,20:00,3.05,12.33,,,,,,201.31,0.43,254.99,17.91,91.13,7.93,1010.1,,
13/01/2016,24:00:00,300.9,47.45,4.44,4.4,2.06,2.7,,852.59,0.33,93.15,16.34,92.01,7.71,1013.63,,
05/12/2018,09:00,2.66,4.84,,,,,16.81,43.9,0.73,104.47,25.92,75.3,518.25,1009.3,,
10/22/2017,11:00,3.96,5.71,,,8.4,11.69,8.0,18.13,1.69,117.6,23.02,99.36,170.54,1006.21,0.09,
10/19/2016,23:00,15.8,27.38,2.68,2.33,1.01,13.41,62.6,140.36,0.4,35.59,28.21,78.2,8.2,1004.36,,
08/06/2019,04:00,4.14,3.35,0.26,0.37,1.91,1.64,8.0,18.98,0.44,99.31,26.42,93.18,7.48,1005.45,0.17,
09/06/2019,13:00,3.29,6.14,0.25,0.23,7.75,2.99,5.2,22.13,1.44,262.02,29.09,81.49,198.09,1002.72,0.05,
23/06/2019,11:00,2.26,4.64,0.31,0.33,4.34,3.21,,36.77,3.05,228.47,32.47,63.63,907.33,1005.44,,
6/17/2018,24:00:00,2.68,5.49,,,,,18.0,44.67,1.33,58.87,25.5,89.51,7.79,999.66,,
7/24/2018,04:00,3.07,3.78,,,,,7.09,24.16,0.84,295.23,26.27,95.63,7.82,1000.78,1.8,
11/05/2015,08:00,10.67,7.98,1.56,1.69,10.35,6.95,21.0,45.0,3.0,33.67,22.91,84.38,97.69,1013.15,,
08/05/2015,24:00:00,5.44,7.53,7.69,8.28,,,30.08,67.44,0.63,349.68,26.75,85.39,7.52,1001.62,0.02,
03/01/2016,19:00,57.83,34.56,4.39,4.45,0.1,,122.63,255.66,0.61,268.22,20.93,70.93,7.74,1014.49,,
12/17/2015,11:00,185.38,25.25,3.52,3.52,26.9,13.65,90.78,157.56,2.48,95.62,20.22,58.43,509.56,1016.02,,
21/03/2019,20:00,7.35,27.01,3.0,0.87,7.65,31.32,114.33,216.81,0.4,206.32,26.37,74.16,7.97,1010.05,,
06/11/2018,16:00,3.84,8.23,,,,,6.94,36.22,3.73,86.67,29.58,76.45,257.99,989.19,0.03,
12/22/2016,02:00,81.42,22.1,5.88,6.13,12.65,8.34,,395.8,0.61,66.35,19.33,95.94,7.97,1011.9,,
11/02/2018,20:00,7.13,13.09,,,,,37.47,119.81,0.55,236.25,26.39,76.2,7.57,1011.48,0.02,
8/19/2016,23:00,14.6,18.95,1.6,1.49,,,46.87,113.97,0.61,76.53,28.93,84.17,7.99,1001.74,,
11/12/2018,12:00,2.86,4.9,,,,,23.1,59.95,0.49,142.26,27.95,57.93,731.15,1011.74,0.03,
07/12/2014,23:00,4.4,13.75,0.95,1.29,12.48,13.96,,127.97,9.11,,27.98,83.85,4.81,1000.68,0.02,
04/12/2015,18:00,4.11,17.59,4.14,3.42,0.05,,,,0.8,32.08,31.12,47.01,75.6,1009.36,,
7/26/2014,23:00,6.45,18.14,1.48,1.25,5.7,13.47,19.75,,3.08,,27.7,82.01,6.35,1003.88,,
27/02/2016,03:00,,,4.95,4.95,,,,,0.72,113.41,21.07,81.65,7.82,1015.5,,
1/25/2013,21:00,6.83,16.62,2.45,1.53,3.98,18.72,171.36,271.89,2.97,,18.02,84.87,7.25,1097.48,0.01,1.31
6/29/2013,24:00:00,3.08,8.72,1.06,1.24,4.58,5.19,12.03,17.09,3.11,141.02,27.85,89.93,6.59,1079.66,0.11,2.63
4/18/2017,16:00,1.58,3.5,,,49.91,42.86,,,3.4,234.69,31.64,61.09,424.61,1004.5,0.02,
2/20/2015,19:00,3.93,20.56,2.92,2.51,11.39,23.85,,,1.28,259.15,23.89,63.28,7.33,1011.95,,
12/19/2014,11:00,8.51,10.9,1.36,1.38,10.66,3.49,77.53,119.73,2.9,83.77,20.69,68.08,575.41,1020.0,0.03,
7/19/2015,04:00,2.16,4.05,5.65,5.95,1.05,0.42,8.0,20.74,3.12,57.82,25.41,92.85,6.94,998.76,,
04/08/2016,23:00,4.68,9.14,0.82,0.85,21.92,21.17,,,2.8,74.77,25.63,82.65,6.35,1006.27,1.17,
6/26/2013,10:00,4.92,5.84,1.15,1.05,6.89,6.13,24.78,51.97,3.75,120.95,29.26,80.22,235.04,1085.01,0.02,2.44
02/03/2015,05:00,2.47,19.25,2.44,3.32,0.78,0.95,131.35,190.9,1.81,55.02,14.31,87.48,7.6,1017.53,,
01/11/2015,21:00,6.12,10.55,2.05,1.9,6.95,16.68,121.8,170.53,2.9,208.2,15.57,95.67,7.16,1016.39,0.02,
17/05/2019,19:00,5.75,11.55,0.32,0.28,25.1,29.36,16.05,30.11,0.68,60.41,24.87,84.82,14.71,1003.85,0.05,
08/09/2016,18:00,3.5,6.77,1.02,0.99,7.46,11.02,16.0,52.0,3.21,75.55,25.81,90.79,22.79,999.44,0.59,
11/19/2012,10:00,3.97,6.09,5.06,5.09,4.2,1.26,20.07,71.91,3.72,210.53,28.16,60.95,534.66,1094.29,0.03,2.32
03/09/2013,03:00,7.24,11.66,2.7,3.0,7.12,10.51,143.72,199.56,1.62,237.41,21.68,82.45,7.79,1091.85,0.01,1.11
11/19/2017,19:00,4.11,11.66,,,,,54.84,116.88,0.48,254.28,26.6,77.71,7.91,1009.48,,
3/21/2014,21:00,1.88,19.69,2.29,1.88,23.32,35.79,69.09,148.72,2.85,277.75,27.53,44.94,7.27,,0.02,
07/06/2013,09:00,3.89,2.78,1.19,1.2,2.51,2.32,12.27,44.91,3.5,181.39,28.48,86.4,132.41,1086.34,0.02,2.22
08/01/2016,05:00,2.68,3.4,0.74,,4.61,,4.95,15.03,0.85,236.2,26.99,85.8,7.44,999.5,,
12/29/2016,16:00,,12.71,3.34,3.37,,,30.38,72.7,1.39,94.91,28.68,36.91,205.7,1011.26,,
3/23/2016,20:00,20.15,22.93,2.95,1.58,4.01,43.68,,,1.59,79.11,26.32,60.86,7.66,1008.91,,
11/28/2015,23:00,24.76,28.42,2.35,2.3,,8.39,96.94,,0.86,297.13,21.48,81.78,7.32,1016.64,,
9/30/2014,02:00,41.45,15.35,2.27,,5.39,,,,1.76,37.37,25.92,85.47,7.14,1008.36,,
12/06/2014,01:00,58.85,19.85,2.33,3.28,1.25,1.32,,283.44,0.72,51.12,19.99,79.35,7.63,1012.94,,
08/05/2016,15:00,3.03,5.71,0.85,0.88,22.54,13.36,,19.28,2.99,182.22,32.4,64.9,582.87,999.39,0.02,
09/10/2013,04:00,2.7,3.59,0.65,0.92,3.01,3.25,15.14,36.97,2.4,58.39,27.0,90.8,7.26,1087.98,0.04,2.17
11/21/2017,17:00,2.45,7.77,,,,,64.06,116.61,0.48,245.68,27.3,71.24,55.86,1008.06,,
11/02/2014,08:00,5.73,10.96,2.76,2.91,8.66,5.69,,,2.46,49.12,25.27,70.7,287.94,1011.78,,
10/31/2013,22:00,54.02,12.7,4.18,2.58,4.4,9.28,186.17,310.06,1.96,319.32,25.39,87.12,7.53,1096.56,0.01,1.19
12/13/2017,22:00,24.87,15.99,,,,,113.66,207.91,0.44,45.9,21.07,96.7,8.12,1013.63,0.02,
07/02/2017,22:00,5.03,3.83,,,,,13.9,44.44,2.36,85.2,27.76,87.78,7.27,1000.33,0.03,
12/17/2012,05:00,9.14,7.59,6.34,7.2,1.98,2.42,93.13,115.55,3.19,214.83,17.19,98.9,,1096.36,0.03,1.51
11/08/2014,16:00,7.2,8.98,0.56,0.6,15.36,12.29,,49.63,3.01,172.67,32.03,49.84,196.69,1008.71,0.03,
1/15/2014,02:00,55.16,19.85,3.09,2.66,2.12,6.51,242.86,324.41,0.41,139.03,17.95,93.34,7.9,,,
11/22/2013,13:00,7.01,6.68,0.52,0.54,14.41,8.85,13.95,41.23,3.55,81.8,28.49,39.4,670.67,,0.04,
04/02/2018,09:00,3.87,7.15,,,,,107.97,171.86,2.51,154.02,24.71,77.23,490.38,1012.13,,
02/08/2015,11:00,0.09,12.36,2.39,2.56,22.89,7.06,113.71,187.77,2.49,81.97,21.31,54.83,585.97,1016.6,0.02,
6/15/2018,15:00,2.61,6.17,,,,,53.17,94.34,1.8,49.62,26.03,90.52,221.0,998.53,0.02,
8/14/2016,24:00:00,2.72,9.59,1.45,1.42,4.6,9.19,40.85,86.41,0.39,270.85,29.11,88.03,7.69,998.19,,
05/12/2015,02:00,29.46,6.26,5.53,4.86,,,102.98,181.88,0.36,97.98,25.95,90.88,7.79,1006.48,,
10/01/2015,21:00,6.51,18.03,1.25,,0.2,,79.79,134.43,0.46,244.48,30.14,82.73,7.88,1009.75,,
04/10/2015,13:00,4.83,8.34,3.19,3.16,,,,,2.7,82.94,29.17,66.54,789.08,1009.3,0.03,
5/14/2017,04:00,3.12,4.58,,,,,38.12,76.06,0.45,56.31,27.13,86.45,8.39,1003.17,,
12/13/2016,22:00,7.5,24.67,4.21,4.03,1.62,15.83,99.73,169.08,0.43,269.92,19.97,89.13,7.83,1011.45,,
4/24/2013,22:00,0.5,9.94,3.73,3.24,19.53,32.19,84.51,140.67,2.0,93.79,29.05,59.93,7.58,1091.51,,1.16
08/04/2013,16:00,2.5,1.64,1.64,1.66,10.29,9.94,16.89,60.66,5.48,261.83,30.97,73.92,408.0,1077.81,0.04,2.7
7/30/2018,14:00,1.98,3.38,,,,,7.03,31.09,0.93,34.86,29.62,80.68,304.7,998.84,0.03,
6/19/2017,23:00,9.72,8.37,,,,,,75.31,1.13,54.54,25.19,92.56,7.28,1002.15,0.05,
06/03/2018,16:00,1.65,4.93,,,,,57.78,121.94,4.08,239.34,30.26,43.69,333.57,1006.57,,
2/14/2014,01:00,5.39,28.17,2.44,3.46,5.08,8.87,96.65,182.87,2.03,14.5,18.67,63.19,7.73,,,
11/15/2018,19:00,,,2.28,,3.11,7.89,64.97,139.81,0.44,59.36,24.18,76.14,7.53,1011.36,0.03,
6/29/2018,20:00,3.34,5.25,,,,,11.22,,0.32,319.77,26.06,94.93,7.35,1002.0,0.24,
12/24/2016,05:00,0.1,8.15,3.08,4.74,,,59.62,93.56,1.51,66.16,19.2,90.85,7.77,1009.82,,
01/02/2016,08:00,60.59,24.94,4.72,4.72,0.45,0.44,,,1.42,39.22,18.07,78.67,34.78,1014.78,,
5/14/2018,24:00:00,2.94,9.9,,,,,14.08,66.11,1.17,107.82,25.95,81.34,7.68,1006.58,,
19/02/2017,20:00,6.34,0.29,,4.94,,,146.18,294.23,0.49,241.77,24.72,71.77,8.14,1009.61,,
11/03/2016,14:00,42.78,6.33,2.05,1.97,16.51,8.19,,,2.41,166.63,32.85,53.3,611.91,1010.07,0.02,
17/10/2018,19:00,4.07,13.67,,,,,76.27,135.59,0.34,286.3,26.23,71.94,7.76,1008.8,0.06,
4/27/2018,04:00,1.81,7.4,,,,,44.9,99.52,0.44,82.72,24.55,72.52,8.17,1007.15,,
03/07/2016,03:00,,,,,,,,,1.05,156.68,22.35,76.83,7.75,1009.92,,
05/04/2018,06:00,2.78,5.12,,,,,16.84,37.16,0.56,57.32,23.81,86.38,39.65,1007.96,,
10/21/2014,01:00,10.59,22.19,2.69,2.9,4.53,13.73,62.26,,1.13,59.04,24.59,79.93,7.47,1011.97,,
1/15/2015,16:00,3.27,7.55,1.59,1.62,22.17,18.77,24.89,59.33,1.52,138.85,28.47,34.67,283.06,1011.83,0.02,
6/28/2014,08:00,4.67,9.49,0.61,0.6,6.86,6.52,16.13,34.06,2.75,,27.72,84.74,275.29,1005.02,,
10/19/2016,06:00,3.15,6.75,1.59,1.9,3.09,1.64,12.86,42.77,1.79,57.14,24.92,80.63,9.78,1005.75,,
12/21/2016,07:00,3.25,11.58,3.74,5.18,1.55,3.4,97.83,124.28,1.16,116.28,18.11,98.97,11.35,1012.63,,
03/09/2013,05:00,5.11,10.19,2.48,2.92,10.74,8.41,139.56,188.48,3.04,188.39,20.95,78.47,7.64,1091.64,0.01,1.25
10/23/2015,16:00,5.26,6.97,0.81,0.79,19.76,14.2,33.82,,2.22,182.32,27.85,76.03,191.26,1008.07,,
07/02/2016,23:00,7.22,9.96,0.82,0.98,0.37,1.82,7.31,24.28,1.76,76.5,27.6,89.64,6.98,1001.79,0.03,
13/01/2018,17:00,2.48,8.47,,,,,107.13,158.34,0.6,211.4,19.76,79.16,69.11,1010.24,,
8/31/2016,17:00,5.07,9.68,1.82,1.67,4.1,3.45,8.09,25.97,1.23,21.69,26.9,88.39,72.71,1002.66,0.09,
9/27/2018,13:00,3.01,7.72,,,,,31.0,68.53,0.64,161.99,29.14,78.09,378.32,1007.86,0.03,
3/20/2015,21:00,0.13,20.77,3.55,3.05,,,77.01,165.52,1.84,231.04,24.33,55.83,7.26,1012.33,,
10/02/2016,10:00,4.83,11.39,1.65,1.7,7.85,,32.0,73.0,1.22,55.25,28.56,82.87,151.56,1010.73,,
10/21/2015,06:00,8.31,8.89,0.71,,1.68,,28.14,52.09,1.48,49.59,24.67,88.71,8.46,1008.94,,
09/03/2018,15:00,2.22,6.72,,,7.34,5.38,9.97,51.62,1.86,34.7,31.04,73.63,603.14,1001.21,0.03,
7/31/2017,22:00,8.26,6.7,,,,,53.09,109.94,0.47,63.11,29.16,84.77,7.81,1002.15,,
6/19/2014,17:00,2.88,11.98,0.66,0.79,9.72,12.85,7.03,29.84,3.72,,25.85,91.8,29.04,994.47,2.93,
11/30/2016,01:00,18.6,16.98,3.08,4.47,,0.58,41.9,100.55,0.48,56.0,21.07,79.45,8.05,1013.45,,
10/02/2013,18:00,3.06,16.65,2.49,1.49,5.81,10.98,35.3,118.09,0.51,58.87,33.97,59.45,26.51,1085.54,0.07,2.07
09/03/2017,06:00,4.32,0.66,,4.91,,,24.0,37.88,2.29,48.26,18.06,89.33,7.62,1008.4,0.34,
20/03/2018,06:00,2.06,7.41,,,,,68.78,127.07,0.48,51.98,21.18,72.95,9.92,1009.27,,
05/06/2019,08:00,4.51,4.1,0.3,0.39,1.47,1.03,9.95,15.96,0.5,33.31,24.22,96.5,64.78,1005.4,0.84,
8/27/2017,10:00,3.57,2.0,,,,,5.01,19.92,5.77,43.06,28.73,81.53,531.19,1002.87,0.03,
02/03/2018,21:00,5.31,20.07,,,,,162.66,246.88,0.49,344.13,25.52,72.18,8.52,1006.58,,
11/24/2017,04:00,6.25,7.98,,,,,136.86,176.25,0.52,50.3,20.22,78.51,8.22,1009.93,,
04/10/2015,03:00,4.28,10.33,3.17,3.76,0.05,,,,1.79,51.76,22.9,81.47,7.1,1007.33,,
07/01/2017,03:00,2.78,1.5,,,,,4.0,15.0,5.33,156.78,27.72,87.2,6.62,998.45,0.02,
5/18/2014,16:00,3.73,12.47,0.32,0.43,3.08,1.87,35.91,76.22,2.47,112.54,34.68,48.18,476.33,,,
6/27/2015,07:00,5.05,5.34,4.19,4.45,0.39,,10.0,15.0,2.12,80.43,26.21,91.03,41.13,996.9,0.48,
05/03/2016,10:00,,,1.44,1.33,,,23.88,56.03,4.71,77.66,27.29,57.52,766.91,1009.3,0.03,
19/01/2016,19:00,134.44,52.31,4.76,4.73,0.65,0.47,,,0.44,243.16,20.72,69.88,7.53,1011.42,,
8/27/2013,22:00,9.47,11.12,1.22,0.85,2.72,4.33,37.71,,2.6,43.5,27.6,85.54,7.26,1085.26,0.03,2.15
27/02/2016,13:00,,,4.94,4.94,1.51,,,,2.1,154.59,29.5,40.08,768.77,1015.76,,
07/03/2015,23:00,9.31,10.74,5.41,5.15,0.06,,40.94,55.06,1.88,88.67,27.52,88.75,7.3,1001.29,,
04/08/2018,10:00,3.9,8.36,,,,,78.72,137.59,1.39,66.81,27.62,72.89,216.0,1012.11,,
7/20/2014,01:00,4.38,8.31,1.1,1.61,5.08,6.1,10.0,29.78,2.78,,27.2,87.03,6.79,997.3,0.2,
12/02/2017,23:00,66.37,14.06,,,,,175.23,315.92,0.39,4.76,19.94,88.84,8.1,1014.02,,
06/07/2014,20:00,21.82,28.02,1.59,0.73,0.08,0.57,37.21,100.73,1.53,128.18,32.44,73.37,7.42,,,
12/22/2016,16:00,2.26,16.4,3.39,3.46,0.06,,44.06,114.69,0.66,101.98,26.64,52.7,121.79,1009.15,,
05/02/2015,22:00,8.34,12.95,4.84,4.19,,2.31,,119.56,2.12,54.11,26.24,79.3,7.11,1008.13,0.02,
07/11/2015,08:00,3.68,5.14,5.25,5.47,0.17,,26.02,44.41,2.45,86.84,28.27,80.56,359.2,1004.63,0.03,
28/02/2017,10:00,3.88,0.51,,4.46,,,64.41,154.86,1.84,74.99,22.41,61.18,521.68,1015.09,,
11/18/2015,12:00,12.24,12.58,3.98,3.55,5.31,5.06,39.31,93.29,1.87,66.05,24.11,76.65,190.51,1014.62,,
5/21/2015,19:00,1.82,15.04,4.36,3.85,5.5,5.69,38.78,120.24,2.37,49.62,30.33,73.81,10.55,999.58,0.02,
18/02/2019,13:00,4.47,10.62,0.39,0.55,41.39,14.76,61.07,116.0,1.71,196.71,24.28,52.33,666.24,1011.87,0.02,
5/25/2014,08:00,3.35,9.96,0.35,0.33,,,28.77,47.0,2.36,71.49,29.17,74.86,361.7,,,
4/30/2013,17:00,1.01,1.35,3.27,3.29,19.49,16.22,32.27,66.92,3.66,171.35,31.34,70.83,233.47,1084.22,0.03,1.64
8/22/2018,19:00,3.81,8.09,,,4.09,7.09,,23.43,0.39,73.43,29.73,80.03,14.81,998.81,0.1,
10/08/2014,21:00,2.37,20.79,2.97,2.41,11.21,25.07,,72.0,1.01,229.79,29.2,75.08,7.77,1007.52,,
03/02/2019,23:00,66.55,40.21,4.06,2.28,,,302.3,447.23,0.39,203.61,18.34,83.27,8.34,1017.17,,
17/02/2016,17:00,,,5.02,5.02,,,,,3.2,231.77,28.46,40.41,146.47,1011.98,0.02,
12/16/2017,08:00,7.03,6.05,,,,,49.06,76.21,0.65,57.24,17.93,98.99,106.38,1016.01,,
9/20/2018,22:00,3.22,8.66,,,,,29.0,72.66,0.58,254.22,28.57,88.76,7.84,1007.98,,
3/29/2013,13:00,4.82,3.8,2.76,2.88,62.72,32.08,100.26,174.46,6.55,16.43,33.24,39.35,753.11,1088.36,0.03,1.8
06/05/2014,16:00,3.31,7.98,0.38,0.43,0.99,0.29,31.0,47.45,5.24,127.12,33.69,65.95,533.21,,0.05,
09/05/2016,15:00,4.99,9.45,1.38,1.29,12.36,9.86,6.09,38.34,1.48,80.23,32.34,61.58,433.47,999.91,,
28/03/2018,22:00,3.68,14.86,,,,,74.57,163.07,0.48,48.3,26.91,73.32,7.87,1008.76,0.04,
18/10/2018,11:00,3.17,4.89,,,,,34.08,85.77,0.55,97.44,27.54,67.04,703.33,1012.08,0.04,
05/11/2018,01:00,7.59,10.99,,,,,18.08,50.67,0.47,58.98,21.55,88.94,7.54,1008.03,0.04,
11/06/2017,03:00,4.68,8.64,,,,,23.48,67.1,1.37,58.04,23.15,73.52,8.07,1010.72,,
07/03/2016,21:00,6.28,14.26,1.05,0.85,0.67,6.36,19.86,33.16,1.66,56.6,27.15,91.7,7.22,1000.63,,
06/11/2015,18:00,1.46,9.71,4.88,,2.9,,9.88,20.93,3.08,67.2,25.17,92.08,88.3,1000.71,0.02,
08/10/2013,09:00,2.7,1.48,1.5,1.45,5.51,5.01,11.0,21.93,4.66,108.55,27.65,88.5,222.26,1085.33,0.04,1.99
9/25/2014,19:00,6.45,27.07,2.47,2.38,8.49,16.17,22.48,57.34,1.69,132.57,24.83,86.34,7.41,1006.95,,
